0.003906 0.003906
0.003906 0.050781
0.003906 0.191406
0.003906 0.238281
0.003906 0.753906
0.003906 0.800781
0.003906 0.941406
0.003906 0.988281
0.015625 0.003906
0.015625 0.050781
0.015625 0.191406
0.015625 0.238281
0.015625 0.753906
0.015625 0.800781
0.015625 0.941406
0.015625 0.988281
0.050781 0.003906
0.050781 0.050781
0.050781 0.191406
0.050781 0.238281
0.050781 0.753906
0.050781 0.800781
0.050781 0.941406
0.050781 0.988281
0.062500 0.003906
0.062500 0.050781
0.062500 0.191406
0.062500 0.238281
0.062500 0.753906
0.062500 0.800781
0.062500 0.941406
0.062500 0.988281
0.191406 0.003906
0.191406 0.050781
0.191406 0.191406
0.191406 0.238281
0.191406 0.753906
0.191406 0.800781
0.191406 0.941406
0.191406 0.988281
0.203125 0.003906
0.203125 0.050781
0.203125 0.191406
0.203125 0.238281
0.203125 0.753906
0.203125 0.800781
0.203125 0.941406
0.203125 0.988281
0.238281 0.003906
0.238281 0.050781
0.238281 0.191406
0.238281 0.238281
0.238281 0.753906
0.238281 0.800781
0.238281 0.941406
0.238281 0.988281
0.250000 0.003906
0.250000 0.050781
0.250000 0.191406
0.250000 0.238281
0.250000 0.753906
0.250000 0.800781
0.250000 0.941406
0.250000 0.988281
0.753906 0.003906
0.753906 0.050781
0.753906 0.191406
0.753906 0.238281
0.753906 0.753906
0.753906 0.800781
0.753906 0.941406
0.753906 0.988281
0.765625 0.003906
0.765625 0.050781
0.765625 0.191406
0.765625 0.238281
0.765625 0.753906
0.765625 0.800781
0.765625 0.941406
0.765625 0.988281
0.800781 0.003906
0.800781 0.050781
0.800781 0.191406
0.800781 0.238281
0.800781 0.753906
0.800781 0.800781
0.800781 0.941406
0.800781 0.988281
0.812500 0.003906
0.812500 0.050781
0.812500 0.191406
0.812500 0.238281
0.812500 0.753906
0.812500 0.800781
0.812500 0.941406
0.812500 0.988281
0.941406 0.003906
0.941406 0.050781
0.941406 0.191406
0.941406 0.238281
0.941406 0.753906
0.941406 0.800781
0.941406 0.941406
0.941406 0.988281
0.953125 0.003906
0.953125 0.050781
0.953125 0.191406
0.953125 0.238281
0.953125 0.753906
0.953125 0.800781
0.953125 0.941406
0.953125 0.988281
0.988281 0.003906
0.988281 0.050781
0.988281 0.191406
0.988281 0.238281
0.988281 0.753906
0.988281 0.800781
0.988281 0.941406
0.988281 0.988281
1.000000 0.003906
1.000000 0.050781
1.000000 0.191406
1.000000 0.238281
1.000000 0.753906
1.000000 0.800781
1.000000 0.941406
1.000000 0.988281
0.003906 0.015625
0.003906 0.062500
0.003906 0.203125
0.003906 0.250000
0.003906 0.765625
0.003906 0.812500
0.003906 0.953125
0.003906 1.000000
0.015625 0.015625
0.015625 0.062500
0.015625 0.203125
0.015625 0.250000
0.015625 0.765625
0.015625 0.812500
0.015625 0.953125
0.015625 1.000000
0.050781 0.015625
0.050781 0.062500
0.050781 0.203125
0.050781 0.250000
0.050781 0.765625
0.050781 0.812500
0.050781 0.953125
0.050781 1.000000
0.062500 0.015625
0.062500 0.062500
0.062500 0.203125
0.062500 0.250000
0.062500 0.765625
0.062500 0.812500
0.062500 0.953125
0.062500 1.000000
0.191406 0.015625
0.191406 0.062500
0.191406 0.203125
0.191406 0.250000
0.191406 0.765625
0.191406 0.812500
0.191406 0.953125
0.191406 1.000000
0.203125 0.015625
0.203125 0.062500
0.203125 0.203125
0.203125 0.250000
0.203125 0.765625
0.203125 0.812500
0.203125 0.953125
0.203125 1.000000
0.238281 0.015625
0.238281 0.062500
0.238281 0.203125
0.238281 0.250000
0.238281 0.765625
0.238281 0.812500
0.238281 0.953125
0.238281 1.000000
0.250000 0.015625
0.250000 0.062500
0.250000 0.203125
0.250000 0.250000
0.250000 0.765625
0.250000 0.812500
0.250000 0.953125
0.250000 1.000000
0.753906 0.015625
0.753906 0.062500
0.753906 0.203125
0.753906 0.250000
0.753906 0.765625
0.753906 0.812500
0.753906 0.953125
0.753906 1.000000
0.765625 0.015625
0.765625 0.062500
0.765625 0.203125
0.765625 0.250000
0.765625 0.765625
0.765625 0.812500
0.765625 0.953125
0.765625 1.000000
0.800781 0.015625
0.800781 0.062500
0.800781 0.203125
0.800781 0.250000
0.800781 0.765625
0.800781 0.812500
0.800781 0.953125
0.800781 1.000000
0.812500 0.015625
0.812500 0.062500
0.812500 0.203125
0.812500 0.250000
0.812500 0.765625
0.812500 0.812500
0.812500 0.953125
0.812500 1.000000
0.941406 0.015625
0.941406 0.062500
0.941406 0.203125
0.941406 0.250000
0.941406 0.765625
0.941406 0.812500
0.941406 0.953125
0.941406 1.000000
0.953125 0.015625
0.953125 0.062500
0.953125 0.203125
0.953125 0.250000
0.953125 0.765625
0.953125 0.812500
0.953125 0.953125
0.953125 1.000000
0.988281 0.015625
0.988281 0.062500
0.988281 0.203125
0.988281 0.250000
0.988281 0.765625
0.988281 0.812500
0.988281 0.953125
0.988281 1.000000
1.000000 0.015625
1.000000 0.062500
1.000000 0.203125
1.000000 0.250000
1.000000 0.765625
1.000000 0.812500
1.000000 0.953125
1.000000 1.000000
